,Company,Forecast_Period,Num_Days,Mean
65,Google,10,10,0.841246290801187
66,Google,10,20,0.6423248882265276
67,Google,10,90,0.5523076923076923
68,Google,10,180,0.4943820224719101
69,Google,10,270,0.575503355704698
70,Google,20,1,0.6210995542347697
71,Google,20,5,0.59375
72,Google,20,10,0.6616989567809239
73,Google,20,20,0.9266467065868264
74,Google,20,90,0.43894899536321486
75,Google,20,180,0.4032258064516129
76,Google,20,270,0.5632377740303541
77,Google,90,1,0.6426380368098159
78,Google,90,5,0.5192012288786483
79,Google,90,10,0.5030769230769231
80,Google,90,20,0.5625965996908809
81,Google,90,90,0.9297124600638977
82,Google,90,180,0.8280467445742905
83,Google,90,270,0.784965034965035
84,Google,180,1,0.9296
85,Google,180,5,0.9294871794871795
86,Google,180,10,0.8154093097913323
87,Google,180,20,0.7951612903225806
88,Google,180,90,0.8864774624373957
89,Google,180,180,0.9353146853146853
90,Google,180,270,0.7724770642201835
91,Google,270,1,0.9899665551839465
92,Google,270,5,0.9899497487437185
93,Google,270,10,0.988255033557047
94,Google,270,20,0.9881956155143339
95,Google,270,90,0.8566433566433567
96,Google,270,180,0.9688073394495413
97,Google,270,270,0.9922779922779923
98,Amazon,1,1,0.48748159057437407
99,Amazon,1,5,0.7035398230088495
100,Amazon,1,10,0.5857988165680473
101,Amazon,1,20,0.5661218424962853
102,Amazon,1,90,0.5552147239263804
103,Amazon,1,180,0.5136
104,Amazon,1,270,0.5217391304347826
105,Amazon,5,1,0.5383480825958702
106,Amazon,5,5,0.8124076809453471
107,Amazon,5,10,0.682962962962963
108,Amazon,5,20,0.6011904761904762
109,Amazon,5,90,0.6006144393241167
110,Amazon,5,180,0.5961538461538461
111,Amazon,5,270,0.6113902847571189
112,Amazon,10,1,0.6420118343195266
113,Amazon,10,5,0.6977777777777778
114,Amazon,10,10,0.870919881305638
115,Amazon,10,20,0.7391952309985097
116,Amazon,10,90,0.6523076923076923
117,Amazon,10,180,0.6452648475120385
118,Amazon,10,270,0.6359060402684564
119,Amazon,20,1,0.7488855869242199
120,Amazon,20,5,0.6904761904761905
121,Amazon,20,10,0.7704918032786885
122,Amazon,20,20,0.9221556886227545
123,Amazon,20,90,0.7310664605873262
124,Amazon,20,180,0.7387096774193549
125,Amazon,20,270,0.7217537942664418
126,Amazon,90,1,0.8190184049079755
127,Amazon,90,5,0.6129032258064516
128,Amazon,90,10,0.47384615384615386
129,Amazon,90,20,0.5023183925811437
130,Amazon,90,90,0.8961661341853036
131,Amazon,90,180,0.6978297161936561
132,Amazon,90,270,0.6923076923076923
133,Amazon,180,1,0.9872
134,Amazon,180,5,0.9871794871794872
135,Amazon,180,10,0.9775280898876404
136,Amazon,180,20,0.964516129032258
137,Amazon,180,90,0.986644407345576
138,Amazon,180,180,0.986013986013986
139,Amazon,180,270,0.9853211009174312
140,Amazon,270,1,1.0
141,Amazon,270,5,1.0
142,Amazon,270,10,1.0
143,Amazon,270,20,1.0
144,Amazon,270,90,0.9807692307692307
145,Amazon,270,180,1.0
146,Amazon,270,270,1.0
147,Microsoft,1,1,0.48600883652430044
148,Microsoft,1,5,0.6902654867256637
149,Microsoft,1,10,0.6568047337278107
150,Microsoft,1,20,0.6062407132243685
151,Microsoft,1,90,0.5322085889570553
152,Microsoft,1,180,0.5376
153,Microsoft,1,270,0.5551839464882943
154,Microsoft,5,1,0.5722713864306784
155,Microsoft,5,5,0.8020679468242246
156,Microsoft,5,10,0.6977777777777778
157,Microsoft,5,20,0.6279761904761905
158,Microsoft,5,90,0.5898617511520737
159,Microsoft,5,180,0.5897435897435898
160,Microsoft,5,270,0.5745393634840871
161,Microsoft,10,1,0.6153846153846154
162,Microsoft,10,5,0.68
163,Microsoft,10,10,0.8353115727002968
164,Microsoft,10,20,0.669150521609538
165,Microsoft,10,90,0.6446153846153846
166,Microsoft,10,180,0.6468699839486356
167,Microsoft,10,270,0.6359060402684564
168,Microsoft,20,1,0.7191679049034175
169,Microsoft,20,5,0.6919642857142857
170,Microsoft,20,10,0.6974664679582713
171,Microsoft,20,20,0.8712574850299402
172,Microsoft,20,90,0.7449768160741885
173,Microsoft,20,180,0.7080645161290322
174,Microsoft,20,270,0.7672849915682968
175,Microsoft,90,1,0.9447852760736196
176,Microsoft,90,5,0.8986175115207373
177,Microsoft,90,10,0.8415384615384616
178,Microsoft,90,20,0.7897990726429676
179,Microsoft,90,90,0.9824281150159745
180,Microsoft,90,180,0.9699499165275459
181,Microsoft,90,270,0.972027972027972
182,Microsoft,180,1,0.9856
183,Microsoft,180,5,0.9871794871794872
184,Microsoft,180,10,0.9839486356340289
185,Microsoft,180,20,0.967741935483871
186,Microsoft,180,90,0.998330550918197
187,Microsoft,180,180,1.0
188,Microsoft,180,270,1.0
189,Microsoft,270,1,0.9983277591973244
190,Microsoft,270,5,1.0
191,Microsoft,270,10,1.0
192,Microsoft,270,20,1.0
193,Microsoft,270,90,1.0
194,Microsoft,270,180,1.0
195,Microsoft,270,270,1.0
