,Company,Forecast_Period,Num_Days,Mean
0,Apple,1,1,0.5228276877761414
1,Apple,1,5,0.6858407079646017
2,Apple,1,10,0.6257396449704142
3,Apple,1,20,0.5854383358098069
4,Apple,1,90,0.5230061349693251
5,Apple,1,180,0.528
6,Apple,1,270,0.5183946488294314
7,Apple,5,1,0.5737463126843658
8,Apple,5,5,0.8197932053175776
9,Apple,5,10,0.7644444444444445
10,Apple,5,20,0.65625
11,Apple,5,90,0.5806451612903226
12,Apple,5,180,0.5641025641025641
13,Apple,5,270,0.576214405360134
14,Apple,10,1,0.5872781065088757
15,Apple,10,5,0.7125925925925926
16,Apple,10,10,0.8783382789317508
17,Apple,10,20,0.7526080476900149
18,Apple,10,90,0.6123076923076923
19,Apple,10,180,0.6099518459069021
20,Apple,10,270,0.5855704697986577
21,Apple,20,1,0.6523031203566122
22,Apple,20,5,0.6711309523809523
23,Apple,20,10,0.7645305514157973
24,Apple,20,20,0.8952095808383234
25,Apple,20,90,0.5765069551777434
26,Apple,20,180,0.6903225806451613
27,Apple,20,270,0.40978077571669475
28,Apple,90,1,0.8512269938650306
29,Apple,90,5,0.8448540706605223
30,Apple,90,10,0.7692307692307693
31,Apple,90,20,0.8114374034003091
32,Apple,90,90,0.9472843450479234
33,Apple,90,180,0.662771285475793
34,Apple,90,270,0.25524475524475526
35,Apple,180,1,0.896
36,Apple,180,5,0.8782051282051282
37,Apple,180,10,0.869983948635634
38,Apple,180,20,0.8516129032258064
39,Apple,180,90,0.5926544240400667
40,Apple,180,180,0.9790209790209791
41,Apple,180,270,0.7137614678899082
42,Apple,270,1,0.8645484949832776
43,Apple,270,5,0.8659966499162479
44,Apple,270,10,0.8406040268456376
45,Apple,270,20,0.8178752107925801
46,Apple,270,90,0.31643356643356646
47,Apple,270,180,0.22018348623853212
48,Apple,270,270,0.9652509652509652
49,Google,1,1,0.5331369661266568
50,Google,1,5,0.6917404129793511
51,Google,1,10,0.6079881656804734
52,Google,1,20,0.5884101040118871
53,Google,1,90,0.5429447852760736
54,Google,1,180,0.5552
55,Google,1,270,0.5585284280936454
56,Google,5,1,0.5663716814159292
57,Google,5,5,0.7917282127031019
58,Google,5,10,0.7481481481481481
59,Google,5,20,0.6532738095238095
