,Company,Forecast_Period,Num_Days,Mean
0,Apple,1,1,0.5272459499263623
1,Apple,1,5,0.6799410029498525
2,Apple,1,10,0.6242603550295858
3,Apple,1,20,0.5720653789004457
4,Apple,1,90,0.5184049079754601
5,Apple,1,180,0.5264
6,Apple,1,270,0.5267558528428093
7,Apple,5,1,0.5722713864306784
8,Apple,5,5,0.8020679468242246
9,Apple,5,10,0.7614814814814815
10,Apple,5,20,0.6339285714285714
11,Apple,5,90,0.5852534562211982
12,Apple,5,180,0.625
13,Apple,5,270,0.5778894472361809
14,Apple,10,1,0.5813609467455622
15,Apple,10,5,0.7066666666666667
16,Apple,10,10,0.8649851632047477
17,Apple,10,20,0.7406855439642325
18,Apple,10,90,0.6246153846153846
19,Apple,10,180,0.6035313001605136
20,Apple,10,270,0.587248322147651
21,Apple,20,1,0.6552748885586924
22,Apple,20,5,0.6741071428571429
23,Apple,20,10,0.7570789865871833
24,Apple,20,20,0.8817365269461078
25,Apple,20,90,0.598145285935085
26,Apple,20,180,0.6919354838709677
27,Apple,20,270,0.6677908937605397
28,Apple,90,1,0.8512269938650306
29,Apple,90,5,0.8202764976958525
30,Apple,90,10,0.7753846153846153
31,Apple,90,20,0.7975270479134466
32,Apple,90,90,0.9073482428115016
33,Apple,90,180,0.7729549248747913
34,Apple,90,270,0.1381118881118881
35,Apple,180,1,0.8992
36,Apple,180,5,0.8766025641025641
37,Apple,180,10,0.8459069020866774
38,Apple,180,20,0.8306451612903226
39,Apple,180,90,0.6944908180300501
40,Apple,180,180,0.9125874125874126
41,Apple,180,270,0.9688073394495413
42,Apple,270,1,0.8678929765886287
43,Apple,270,5,0.8676716917922948
44,Apple,270,10,0.8171140939597316
45,Apple,270,20,0.806070826306914
46,Apple,270,90,0.44755244755244755
47,Apple,270,180,0.3211009174311927
48,Apple,270,270,0.9652509652509652
49,Google,1,1,0.5257731958762887
50,Google,1,5,0.6784660766961652
51,Google,1,10,0.6109467455621301
52,Google,1,20,0.5824665676077266
53,Google,1,90,0.5368098159509203
54,Google,1,180,0.5424
55,Google,1,270,0.5434782608695652
56,Google,5,1,0.5722713864306784
57,Google,5,5,0.7917282127031019
58,Google,5,10,0.7451851851851852
59,Google,5,20,0.6324404761904762
60,Google,5,90,0.5929339477726574
61,Google,5,180,0.5753205128205128
62,Google,5,270,0.5611390284757118
63,Google,10,1,0.5695266272189349
64,Google,10,5,0.6696296296296296
65,Google,10,10,0.827893175074184
66,Google,10,20,0.6676602086438153
67,Google,10,90,0.6107692307692307
68,Google,10,180,0.5890850722311396
69,Google,10,270,0.62248322147651
70,Google,20,1,0.6136701337295691
71,Google,20,5,0.6502976190476191
72,Google,20,10,0.6915052160953801
73,Google,20,20,0.8667664670658682
74,Google,20,90,0.633693972179289
75,Google,20,180,0.6419354838709678
76,Google,20,270,0.6930860033726813
77,Google,90,1,0.7975460122699386
78,Google,90,5,0.7956989247311828
79,Google,90,10,0.7846153846153846
80,Google,90,20,0.7217928902627512
81,Google,90,90,0.8434504792332268
82,Google,90,180,0.7929883138564274
83,Google,90,270,0.75
84,Google,180,1,0.9296
85,Google,180,5,0.9294871794871795
86,Google,180,10,0.92776886035313
87,Google,180,20,0.9241935483870968
88,Google,180,90,0.7746243739565943
89,Google,180,180,0.9755244755244755
90,Google,180,270,0.8733944954128441
91,Google,270,1,0.9899665551839465
92,Google,270,5,0.9899497487437185
93,Google,270,10,0.9899328859060402
94,Google,270,20,0.9898819561551433
95,Google,270,90,0.9895104895104895
