,Date,Open,High,Low,Close,Adj Close,Volume,Sentiment
0,2010-01-04,10430.69043,10604.969727,10430.69043,10583.959961,10583.959961,179780000,-0.147916
1,2010-01-05,10584.55957,10584.55957,10522.519531,10572.019531,10572.019531,188540000,-0.30052799999999996
2,2010-01-06,10564.719727,10594.990234,10546.549805,10573.679688,10573.679688,186040000,-0.35456000000000004
3,2010-01-07,10571.110352,10612.370117,10505.209961,10606.860352,10606.860352,217390000,-0.05297200000000002
4,2010-01-08,10606.400391,10619.400391,10554.330078,10618.19043,10618.19043,172710000,-0.35796
5,2010-01-11,10620.30957,10676.230469,10591.589844,10663.990234,10663.990234,182050000,-0.29260400000000003
6,2010-01-12,10662.860352,10663.080078,10568.839844,10627.259766,10627.259766,256050000,-0.272892
7,2010-01-13,10628.089844,10709.259766,10614.490234,10680.769531,10680.769531,202810000,-0.229916
8,2010-01-14,10680.160156,10723.769531,10666.860352,10710.549805,10710.549805,201320000,-0.1848
9,2010-01-15,10706.990234,10709.94043,10561.05957,10609.650391,10609.650391,362930000,-0.143972
10,2010-01-19,10608.370117,10729.889648,10591.969727,10725.429688,10725.429688,192150000,-0.22467999999999996
11,2010-01-20,10719.69043,10719.919922,10517.299805,10603.150391,10603.150391,203270000,-0.06142799999999998
12,2010-01-21,10603.910156,10614.94043,10374.69043,10389.879883,10389.879883,304290000,-0.2861520000000001
13,2010-01-22,10389.580078,10389.580078,10157.639648,10172.980469,10172.980469,323620000,-0.16092800000000004
14,2010-01-25,10175.099609,10256.870117,10171.769531,10196.860352,10196.860352,215330000,-0.194524
15,2010-01-26,10195.349609,10285.129883,10155.599609,10194.290039,10194.290039,217300000,-0.37852
16,2010-01-27,10194.290039,10255.05957,10104.360352,10236.160156,10236.160156,262170000,-0.11537199999999999
17,2010-01-28,10236.919922,10258.830078,10055.080078,10120.459961,10120.459961,240050000,-0.27877199999999996
18,2010-01-29,10122.040039,10239.339844,10043.75,10067.330078,10067.330078,316900000,-0.3483840000000001
19,2010-02-01,10068.990234,10190.889648,10068.910156,10185.530273,10185.530273,198430000,-0.23544800000000005
20,2010-02-02,10186.129883,10314.839844,10173.589844,10296.849609,10296.849609,237140000,-0.03351999999999999
21,2010-02-03,10291.730469,10307.200195,10231.929688,10270.549805,10270.549805,198940000,-0.09400800000000001
22,2010-02-04,10273.120117,10273.120117,9998.030273,10002.179688,10002.179688,304240000,-0.230292
23,2010-02-05,10003.69043,10031.959961,9835.089844,10012.230469,10012.230469,308320000,0.04529999999999999
24,2010-02-08,10005.429688,10028.55957,9904.089844,9908.389648,9908.389648,216270000,-0.22638400000000003
25,2010-02-09,9910.280273,10139.429688,9910.05957,10058.639648,10058.639648,236210000,-0.29864
26,2010-02-10,10055.459961,10085.540039,9962.959961,10038.379883,10038.379883,178600000,-0.1854840000000001
27,2010-02-11,10037.849609,10161.570313,9976.709961,10144.19043,10144.19043,194470000,-0.160748
28,2010-02-12,10137.230469,10137.389648,9983.820313,10099.139648,10099.139648,296510000,-0.25953200000000004
29,2010-02-16,10100.80957,10279.540039,10100.80957,10268.80957,10268.80957,234900000,-0.37943599999999994
30,2010-02-17,10261.480469,10320.129883,10261.480469,10309.240234,10309.240234,193270000,-0.3051920000000001
31,2010-02-18,10309.389648,10406.580078,10294.509766,10392.900391,10392.900391,185310000,-0.23484000000000002
32,2010-02-19,10387.769531,10438.549805,10339.169922,10402.349609,10402.349609,241750000,-0.29317200000000004
33,2010-02-22,10402.429688,10433.639648,10368.950195,10383.379883,10383.379883,158440000,-0.30154400000000003
34,2010-02-23,10383.160156,10411.120117,10267.830078,10282.410156,10282.410156,190740000,-0.292032
35,2010-02-24,10284.0,10393.509766,10283.929688,10374.160156,10374.160156,181450000,-0.23206
36,2010-02-25,10366.599609,10366.679688,10185.830078,10321.030273,10321.030273,242550000,-0.125492
37,2010-02-26,10321.410156,10353.450195,10272.290039,10325.259766,10325.259766,282120000,-0.06919600000000001
38,2010-03-01,10326.099609,10413.990234,10326.099609,10403.790039,10403.790039,173750000,-0.3802
39,2010-03-02,10404.160156,10456.919922,10389.429688,10405.980469,10405.980469,217180000,-0.228916
40,2010-03-03,10406.280273,10469.540039,10376.580078,10396.759766,10396.759766,183290000,-0.2920319999999999
41,2010-03-04,10396.530273,10452.379883,10390.860352,10444.139648,10444.139648,165740000,-0.150396
42,2010-03-05,10445.129883,10571.94043,10445.049805,10566.200195,10566.200195,184270000,-0.15078
43,2010-03-08,10563.780273,10587.740234,10542.389648,10552.519531,10552.519531,171780000,-0.12472000000000001
44,2010-03-09,10552.240234,10612.599609,10533.929688,10564.379883,10564.379883,219860000,-0.134068
45,2010-03-10,10560.129883,10601.790039,10526.519531,10567.330078,10567.330078,186570000,-0.03428799999999999
46,2010-03-11,10560.980469,10611.839844,10507.169922,10611.839844,10611.839844,150000000,-0.15973199999999999
47,2010-03-12,10611.769531,10644.950195,10594.839844,10624.69043,10624.69043,166140000,-0.193944
48,2010-03-15,10623.410156,10644.19043,10570.509766,10642.150391,10642.150391,160570000,-0.06794400000000002
49,2010-03-16,10642.530273,10693.990234,10621.900391,10685.980469,10685.980469,227410000,-0.28505199999999997
50,2010-03-17,10686.360352,10767.980469,10686.360352,10733.669922,10733.669922,194190000,-0.16279999999999997
51,2010-03-18,10733.44043,10784.0,10728.150391,10779.169922,10779.169922,153280000,-0.155324
52,2010-03-19,10780.0,10819.900391,10694.219727,10741.980469,10741.980469,434190000,-0.302864
53,2010-03-22,10741.0,10809.849609,10695.129883,10785.889648,10785.889648,157200000,-0.24733999999999998
54,2010-03-23,10787.179688,10893.889648,10784.759766,10888.830078,10888.830078,189140000,-0.2546320000000001
55,2010-03-24,10887.620117,10887.839844,10825.419922,10836.150391,10836.150391,195570000,-0.27016799999999996
56,2010-03-25,10837.509766,10955.480469,10834.19043,10841.209961,10841.209961,200330000,-0.24842400000000006
57,2010-03-26,10841.290039,10909.379883,10816.429688,10850.360352,10850.360352,175490000,-0.236304
58,2010-03-29,10849.230469,10916.639648,10849.230469,10895.860352,10895.860352,136710000,-0.270928
59,2010-03-30,10895.019531,10940.219727,10866.830078,10907.419922,10907.419922,148810000,-0.31225600000000003
60,2010-03-31,10907.339844,10907.419922,10832.830078,10856.629883,10856.629883,197060000,-0.43773199999999995
61,2010-04-01,10857.30957,10956.389648,10857.30957,10927.070313,10927.070313,159520000,-0.20742799999999995
62,2010-04-05,10927.450195,10988.05957,10923.969727,10973.549805,10973.549805,139480000,-0.24188400000000004
63,2010-04-06,10972.490234,10987.379883,10927.519531,10969.990234,10969.990234,159960000,-0.330568
64,2010-04-07,10961.950195,10962.660156,10845.450195,10897.519531,10897.519531,187000000,-0.26533999999999996
65,2010-04-08,10896.990234,10949.360352,10844.089844,10927.070313,10927.070313,158930000,-0.2591880000000001
66,2010-04-09,10926.919922,11000.980469,10926.919922,10997.349609,10997.349609,150660000,-0.21522399999999997
67,2010-04-12,10996.75,11029.769531,10992.209961,11005.969727,11005.969727,153960000,-0.17158399999999996
68,2010-04-13,11006.719727,11038.919922,10947.769531,11019.419922,11019.419922,183950000,-0.18888400000000005
69,2010-04-14,11020.700195,11125.219727,11020.629883,11123.110352,11123.110352,223920000,-0.11681999999999998
70,2010-04-15,11122.959961,11154.549805,11096.200195,11144.570313,11144.570313,203720000,-0.14453599999999997
71,2010-04-16,11143.660156,11153.790039,10973.919922,11018.660156,11018.660156,373950000,-0.358916
72,2010-04-19,11018.360352,11095.299805,10977.849609,11092.049805,11092.049805,214850000,-0.15864000000000003
73,2010-04-20,11093.110352,11146.080078,11081.469727,11117.05957,11117.05957,175170000,-0.20188800000000004
74,2010-04-21,11116.910156,11153.719727,11071.339844,11124.919922,11124.919922,188880000,-0.15941600000000003
75,2010-04-22,11119.780273,11149.860352,11016.400391,11134.290039,11134.290039,214700000,-0.10444800000000003
76,2010-04-23,11132.179688,11205.639648,11105.650391,11204.280273,11204.280273,207380000,-0.22856400000000004
77,2010-04-26,11205.110352,11258.009766,11187.650391,11205.030273,11205.030273,191920000,-0.1408
78,2010-04-27,11203.669922,11218.860352,10973.169922,10991.990234,10991.990234,263400000,-0.040764
79,2010-04-28,10988.870117,11078.519531,10965.379883,11045.269531,11045.269531,236760000,-0.19347999999999999
80,2010-04-29,11045.639648,11197.320313,11041.639648,11167.320313,11167.320313,194310000,-0.332396
81,2010-04-30,11168.230469,11197.929688,10999.69043,11008.610352,11008.610352,255130000,-0.32439200000000007
82,2010-05-03,11009.599609,11177.669922,11009.599609,11151.830078,11151.830078,178080000,-0.19812000000000002
83,2010-05-04,11149.480469,11149.480469,10869.25,10926.769531,10926.769531,242100000,-0.187284
84,2010-05-05,10918.400391,10946.790039,10814.839844,10866.830078,10866.830078,218830000,-0.16685200000000003
85,2010-05-06,10868.120117,10879.759766,9869.620117,10520.320313,10520.320313,459890000,-0.13566
86,2010-05-07,10519.419922,10579.120117,10241.230469,10380.429688,10380.429688,428730000,-0.17340400000000003
87,2010-05-10,10386.179688,10835.169922,10386.030273,10785.139648,10785.139648,313350000,-0.20304799999999998
88,2010-05-11,10780.0,10874.540039,10685.379883,10748.259766,10748.259766,223950000,-0.2916720000000001
89,2010-05-12,10742.150391,10909.080078,10742.150391,10896.910156,10896.910156,196630000,-0.24059599999999995
90,2010-05-13,10896.610352,10920.269531,10771.69043,10782.950195,10782.950195,201480000,-0.206528
91,2010-05-14,10780.679688,10780.75,10537.25,10620.160156,10620.160156,256500000,-0.3836
92,2010-05-17,10616.980469,10660.969727,10436.05957,10625.830078,10625.830078,221910000,-0.14158400000000002
93,2010-05-18,10625.450195,10718.860352,10482.200195,10510.950195,10510.950195,246370000,-0.07626400000000001
94,2010-05-19,10505.700195,10522.519531,10324.660156,10444.370117,10444.370117,266340000,-0.307312
95,2010-05-20,10440.209961,10440.209961,10065.360352,10068.009766,10068.009766,360350000,-0.242648
96,2010-05-21,10063.929688,10198.530273,9918.820313,10193.389648,10193.389648,438220000,-0.248304
97,2010-05-24,10193.459961,10196.410156,10052.669922,10066.570313,10066.570313,211430000,-0.221488
98,2010-05-25,10061.429688,10061.660156,9774.480469,10043.75,10043.75,316960000,-0.322384
99,2010-05-26,10045.110352,10179.030273,9952.679688,9974.450195,9974.450195,316080000,-0.174144
100,2010-05-27,9971.730469,10264.200195,9971.730469,10258.990234,10258.990234,264770000,-0.14052
101,2010-05-28,10258.0,10258.0,10095.900391,10136.629883,10136.629883,243720000,-0.26569200000000004
102,2010-06-01,10133.94043,10218.330078,10013.900391,10024.019531,10024.019531,221900000,-0.19962800000000003
103,2010-06-02,10025.610352,10254.219727,10025.610352,10249.540039,10249.540039,200850000,-0.4626639999999999
104,2010-06-03,10250.669922,10315.209961,10175.019531,10255.280273,10255.280273,176870000,-0.12069600000000001
105,2010-06-04,10249.610352,10249.69043,9889.879883,9931.969727,9931.969727,256600000,-0.28483200000000003
106,2010-06-07,9931.75,9982.379883,9810.299805,9816.490234,9816.490234,222940000,-0.373884
107,2010-06-08,9812.94043,9953.660156,9757.549805,9939.980469,9939.980469,259680000,-0.364252
108,2010-06-09,9941.570313,10065.139648,9867.730469,9899.25,9899.25,222680000,-0.22796
